image,x,y,w,h,label,abs_pos
\content\images\106.png,110,251,159,283,𒈗,p_106_line_5_pos_1.png
\content\images\106.png,192,253,223,285,𒆳,p_106_line_5_pos_2.png
\content\images\106.png,244,252,277,282,𒆳,p_106_line_5_pos_3.png
\content\images\108.png,111,7,154,49,𒆠,p_108_line_1_pos_2.png
\content\images\108.png,167,16,202,46,𒈨,p_108_line_1_pos_3.png
\content\images\108.png,221,17,244,46,𒀀,p_108_line_1_pos_4.png
\content\images\108.png,258,14,300,45,𒈾,p_108_line_1_pos_5.png
\content\images\108.png,322,14,358,45,𒉻,p_108_line_1_pos_6.png
\content\images\108.png,357,12,405,46,𒄭𒀀,p_108_line_1_pos_7.png
\content\images\108.png,44,63,78,94,𒇽,p_108_line_2_pos_1.png
\content\images\108.png,102,65,155,96,𒌝,p_108_line_2_pos_2.png
\content\images\108.png,169,65,201,92,𒌋𒌋,p_108_line_2_pos_3.png
\content\images\108.png,216,57,252,90,𒉡,p_108_line_2_pos_4.png
\content\images\108.png,282,65,320,96,𒄿,p_108_line_2_pos_5.png
\content\images\108.png,327,65,362,96,𒁷,p_108_line_2_pos_6.png
\content\images\108.png,39,114,86,148,𒌗,p_108_line_3_pos_1.png
\content\images\108.png,110,116,155,146,𒄞,p_108_line_3_pos_2.png
\content\images\108.png,188,112,221,143,𒌓,p_108_line_3_pos_3.png
\content\images\108.png,315,113,361,147,𒄰,p_108_line_3_pos_5.png
\content\images\108.png,38,161,77,194,𒈬,p_108_line_4_pos_1.png
\content\images\108.png,96,163,137,192,𒐈,p_108_line_4_pos_2.png
\content\images\108.png,149,162,189,196,𒄰,p_108_line_4_pos_3.png
\content\images\108.png,218,162,235,192,𒁹,p_108_line_4_pos_4.png
\content\images\108.png,257,163,296,195,𒆪,p_108_line_4_pos_5.png
\content\images\108.png,320,159,360,190,𒆜,p_108_line_4_pos_6.png
\content\images\108.png,360,213,392,245,𒆳,p_108_line_5_pos_6.png
\content\images\109.png,149,54,188,96,𒁲,p_109_line_2_pos_2.png
\content\images\109.png,201,60,233,90,𒉡,p_109_line_2_pos_3.png
\content\images\109.png,275,61,322,94,𒌗,p_109_line_2_pos_4.png
\content\images\109.png,342,62,388,94,𒄞,p_109_line_2_pos_5.png
\content\images\109.png,426,60,466,92,𒈬,p_109_line_2_pos_6.png
\content\images\109.png,481,62,518,91,𒐈,p_109_line_2_pos_7.png
\content\images\109.png,525,60,566,93,𒄰,p_109_line_2_pos_8.png
\content\images\109.png,546,115,578,148,𒆳,p_109_line_3_pos_7.png
\content\images\109.png,125,162,170,194,𒆷,p_109_line_4_pos_2.png
\content\images\109.png,185,159,220,190,𒉡,p_109_line_4_pos_3.png
\content\images\109.png,238,162,262,194,𒃻,p_109_line_4_pos_4.png
\content\images\109.png,275,163,314,189,𒀭,p_109_line_4_pos_5.png
\content\images\109.png,319,160,350,189,𒌓,p_109_line_4_pos_6.png
\content\images\109.png,371,163,387,191,𒁹,p_109_line_4_pos_7.png
\content\images\109.png,392,161,466,192,𒀭+𒈾,p_109_line_4_pos_8.png
\content\images\109.png,475,158,524,190,𒁕,p_109_line_4_pos_9.png
\content\images\109.png,228,212,248,235,𒌋,p_109_line_5_pos_1.png
\content\images\109.png,253,210,272,239,𒁹,p_109_line_5_pos_2.png
\content\images\109.png,280,210,318,237,𒀭,p_109_line_5_pos_3.png
\content\images\109.png,328,208,361,239,𒌓,p_109_line_5_pos_4.png
\content\images\109.png,382,210,447,243,𒉺𒇻,p_109_line_5_pos_5.png
\content\images\109.png,464,210,509,240,𒌑,p_109_line_5_pos_6.png
\content\images\109.png,541,211,570,241,𒀀,p_109_line_5_pos_7.png
\content\images\109.png,33,262,80,301,1en,p_109_line_6_pos_1.png
\content\images\109.png,91,262,123,292,𒃰,p_109_line_6_pos_2.png
\content\images\109.png,132,256,167,295,𒊩,p_109_line_6_pos_3.png
\content\images\109.png,174,260,204,293,𒄭,p_109_line_6_pos_4.png
\content\images\109.png,257,261,275,290,𒁹,p_109_line_6_pos_5.png
\content\images\109.png,34,312,81,347,1en,p_109_line_7_pos_1.png
\content\images\109.png,99,312,133,342,𒃰,p_109_line_7_pos_2.png
\content\images\109.png,146,304,182,343,𒊩,p_109_line_7_pos_3.png
\content\images\109.png,188,310,220,342,𒄭,p_109_line_7_pos_4.png
\content\images\109.png,266,312,284,340,𒁹,p_109_line_7_pos_5.png
\content\images\109.png,312,311,351,339,𒀭,p_109_line_7_pos_6.png
\content\images\109.png,34,364,83,401,1en,p_109_line_8_pos_1.png
\content\images\109.png,150,356,184,395,𒊩,p_109_line_8_pos_3.png
\content\images\109.png,191,360,225,396,𒄭,p_109_line_8_pos_4.png
\content\images\109.png,273,363,289,391,𒁹,p_109_line_8_pos_5.png
\content\images\109.png,316,361,358,389,𒀭,p_109_line_8_pos_6.png
\content\images\109.png,362,360,393,390,𒌓,p_109_line_8_pos_7.png
\content\images\109.png,420,358,464,390,𒋀,p_109_line_8_pos_8.png
\content\images\109.png,485,358,524,389,𒈬,p_109_line_8_pos_9.png
\content\images\109.png,33,411,88,448,1en,p_109_line_9_pos_1.png
\content\images\109.png,105,415,137,443,𒃰,p_109_line_9_pos_2.png
\content\images\109.png,153,408,189,447,𒊩,p_109_line_9_pos_3.png
\content\images\109.png,196,410,229,446,𒄭,p_109_line_9_pos_4.png
\content\images\109.png,278,413,294,440,𒁹,p_109_line_9_pos_5.png
\content\images\109.png,13,522,64,559,1en,p_109_line_10_pos_1.png
\content\images\109.png,76,523,108,553,𒃰,p_109_line_10_pos_2.png
\content\images\109.png,121,514,158,552,𒊩,p_109_line_10_pos_3.png
\content\images\109.png,165,521,198,552,𒄭,p_109_line_10_pos_4.png
\content\images\109.png,232,519,247,549,𒁹,p_109_line_10_pos_5.png
\content\images\109.png,265,519,305,547,𒄷,p_109_line_10_pos_6.png
\content\images\109.png,313,520,371,551,𒌌,p_109_line_10_pos_7.png
\content\images\109.png,383,517,431,549,𒆷,p_109_line_10_pos_8.png
\content\images\109.png,438,515,470,544,𒉡,p_109_line_10_pos_9.png
\content\images\109.png,475,518,499,545,𒃻,p_109_line_10_pos_10.png
\content\images\109.png,18,573,43,600,𒈫,p_109_line_11_pos_1.png
\content\images\109.png,79,573,114,602,𒃰,p_109_line_11_pos_2.png
\content\images\109.png,128,565,166,603,𒊩,p_109_line_11_pos_3.png
\content\images\109.png,172,567,204,599,𒄭,p_109_line_11_pos_4.png
\content\images\109.png,234,571,259,602,𒃻,p_109_line_11_pos_5.png
\content\images\109.png,273,568,315,597,𒀭,p_109_line_11_pos_6.png
\content\images\109.png,328,569,378,599,𒌉,p_109_line_11_pos_7.png
\content\images\109.png,15,623,40,652,𒈫,p_109_line_12_pos_1.png
\content\images\109.png,77,621,114,651,𒃰,p_109_line_12_pos_2.png
\content\images\109.png,131,613,168,652,𒊩,p_109_line_12_pos_3.png
\content\images\109.png,172,620,208,651,𒄭,p_109_line_12_pos_4.png
\content\images\109.png,241,619,264,649,𒃻,p_109_line_12_pos_5.png
\content\images\109.png,285,619,324,647,𒀭,p_109_line_12_pos_6.png
\content\images\109.png,337,614,385,650,𒄖,p_109_line_12_pos_7.png
\content\images\109.png,397,617,448,650,𒆷,p_109_line_12_pos_8.png
\content\images\109.png,452,619,481,646,𒃻,p_109_line_12_pos_9.png
\content\images\109.png,10,671,59,709,1en,p_109_line_13_pos_1.png
\content\images\109.png,79,671,113,702,𒃰,p_109_line_13_pos_2.png
\content\images\109.png,128,667,163,706,𒊩,p_109_line_13_pos_3.png
\content\images\109.png,173,672,204,703,𒄭,p_109_line_13_pos_4.png
\content\images\109.png,246,670,299,702,𒃲,p_109_line_13_pos_5.png
\content\images\109.png,313,670,354,700,𒌑,p_109_line_13_pos_6.png
\content\images\109.png,374,670,395,699,𒁹,p_109_line_13_pos_7.png
\content\images\109.png,13,723,61,760,1en,p_109_line_14_pos_1.png
\content\images\109.png,86,722,135,757,𒄘,p_109_line_14_pos_2.png
\content\images\109.png,149,728,192,747,𒄬,p_109_line_14_pos_3.png
\content\images\109.png,92,783,117,799,𒀸,p_109_line_15_pos_1.png
\content\images\109.png,151,771,186,800,𒉺,p_109_line_15_pos_2.png
\content\images\109.png,188,765,229,802,𒉌,p_109_line_15_pos_3.png
\content\images\11.png,17,14,37,38,𒌋,p_11_line_1_pos_1.png
\content\images\11.png,60,12,97,42,𒈠,p_11_line_1_pos_2.png
\content\images\11.png,110,12,153,40,𒈾,p_11_line_1_pos_3.png
\content\images\11.png,47,62,71,91,𒀀,p_11_line_2_pos_1.png
\content\images\11.png,81,62,123,89,𒈾,p_11_line_2_pos_2.png
\content\images\11.png,197,62,242,93,𒁍,p_11_line_2_pos_4.png
\content\images\11.png,17,108,43,139,𒀀,p_11_line_3_pos_1.png
\content\images\11.png,52,109,94,137,𒈾,p_11_line_3_pos_2.png
\content\images\11.png,112,111,136,140,𒃻,p_11_line_3_pos_3.png
\content\images\11.png,147,108,186,144,𒂵,p_11_line_3_pos_4.png
\content\images\11.png,47,161,91,192,𒋧,p_11_line_4_pos_1.png
\content\images\11.png,101,157,134,190,𒉡,p_11_line_4_pos_2.png
\content\images\11.png,168,162,184,192,𒁹,p_11_line_4_pos_3.png
\content\images\11.png,19,207,54,238,𒇽,p_11_line_5_pos_1.png
\content\images\11.png,81,209,128,245,𒆥,p_11_line_5_pos_2.png
\content\images\11.png,29,258,77,290,𒌗,p_11_line_6_pos_1.png
\content\images\11.png,96,255,155,290,𒁇,p_11_line_6_pos_2.png
\content\images\11.png,178,256,210,288,𒌓,p_11_line_6_pos_3.png
\content\images\11.png,22,310,57,341,𒈬,p_11_line_7_pos_1.png
\content\images\11.png,103,309,145,342,𒄰,p_11_line_7_pos_3.png
\content\images\11.png,171,310,186,337,𒁹,p_11_line_7_pos_4.png
\content\images\11.png,128,360,176,392,𒈗,p_11_line_8_pos_1.png
\content\images\11.png,193,358,228,392,𒁷,p_11_line_8_pos_2.png
\content\images\11.png,240,358,298,393,𒌁,p_11_line_8_pos_3.png
\content\images\11.png,312,350,356,394,𒆠,p_11_line_8_pos_4.png
\content\images\111.png,150,67,168,94,𒁹,p_111_line_2_pos_1.png
\content\images\111.png,175,65,226,103,𒄀,p_111_line_2_pos_2.png
\content\images\111.png,238,65,288,97,𒅖,p_111_line_2_pos_3.png
\content\images\111.png,296,65,337,98,𒇻,p_111_line_2_pos_4.png
\content\images\111.png,356,66,410,99,𒌉,p_111_line_2_pos_5.png
\content\images\111.png,418,65,435,95,𒁹,p_111_line_2_pos_6.png
\content\images\111.png,261,115,311,147,𒌉,p_111_line_3_pos_2.png
\content\images\111.png,315,107,349,146,𒊩,p_111_line_3_pos_3.png
\content\images\111.png,349,115,372,150,𒋙,p_111_line_3_pos_4.png
\content\images\111.png,387,114,413,143,𒀀,p_111_line_3_pos_5.png
\content\images\111.png,417,112,458,140,𒈾,p_111_line_3_pos_6.png
\content\images\111.png,464,109,497,139,𒉡,p_111_line_3_pos_7.png
\content\images\111.png,499,110,552,151,𒂄,p_111_line_3_pos_8.png
\content\images\111.png,555,106,592,139,𒉡,p_111_line_3_pos_9.png
\content\images\111.png,591,111,629,140,𒌑,p_111_line_3_pos_10.png
\content\images\111.png,401,694,449,726,𒌉,p_111_line_14_pos_4.png
\content\images\111.png,187,791,226,822,𒈬,p_111_line_16_pos_1.png
\content\images\111.png,174,889,224,924,𒁾,p_111_line_18_pos_2.png
\content\images\111.png,236,893,296,926,𒊬,p_111_line_18_pos_3.png
\content\images\111.png,414,893,466,925,𒌉,p_111_line_18_pos_4.png
\content\images\112.png,12,13,39,43,𒊺,p_112_line_1_pos_1.png
\content\images\112.png,38,10,66,39,𒁇,p_112_line_1_pos_2.png
\content\images\112.png,78,12,101,42,𒃻,p_112_line_1_pos_3.png
\content\images\112.png,119,19,142,36,𒀸,p_112_line_1_pos_4.png
\content\images\112.png,151,13,209,46,𒊕,p_112_line_1_pos_5.png
\content\images\112.png,224,13,246,43,𒃻,p_112_line_1_pos_6.png
\content\images\112.png,261,12,300,40,𒈬,p_112_line_1_pos_7.png
\content\images\112.png,391,12,436,46,𒄰,p_112_line_1_pos_9.png
\content\images\112.png,15,72,39,87,𒀸,p_112_line_2_pos_1.png
\content\images\112.png,47,63,102,94,𒋗,p_112_line_2_pos_2.png
\content\images\112.png,166,65,187,89,𒁹,p_112_line_2_pos_4.png
\content\images\112.png,16,115,40,143,𒀀,p_112_line_3_pos_1.png
\content\images\112.png,49,112,90,141,𒈾,p_112_line_3_pos_2.png
\content\images\112.png,101,113,117,142,𒁹,p_112_line_3_pos_3.png
\content\images\112.png,133,113,179,148,𒋫,p_112_line_3_pos_4.png
\content\images\112.png,187,108,247,146,𒆧,p_112_line_3_pos_5.png
\content\images\112.png,263,112,302,143,𒀭,p_112_line_3_pos_6.png
\content\images\112.png,315,108,363,146,𒄖,p_112_line_3_pos_7.png
\content\images\112.png,381,110,427,142,𒆷,p_112_line_3_pos_8.png
\content\images\112.png,13,160,56,192,𒋧,p_112_line_4_pos_1.png
\content\images\112.png,63,162,105,192,𒈾,p_112_line_4_pos_2.png
\content\images\112.png,121,161,168,191,𒀜,p_112_line_4_pos_3.png
\content\images\112.png,205,163,254,192,𒌗,p_112_line_4_pos_4.png
\content\images\112.png,271,162,332,194,𒋞,p_112_line_4_pos_5.png
\content\images\112.png,343,161,374,191,𒌓,p_112_line_4_pos_6.png
\content\images\112.png,444,162,486,195,𒄰,p_112_line_4_pos_8.png
\content\images\112.png,14,211,53,241,𒈬,p_112_line_5_pos_1.png
\content\images\112.png,125,212,167,244,𒄰,p_112_line_5_pos_3.png
\content\images\112.png,195,213,211,241,𒁹,p_112_line_5_pos_4.png
\content\images\112.png,289,210,341,246,𒊏,p_112_line_5_pos_6.png
\content\images\112.png,354,213,392,243,𒀾,p_112_line_5_pos_7.png
\content\images\112.png,415,210,465,242,𒈗,p_112_line_5_pos_8.png
\content\images\112.png,475,209,514,243,𒂊,p_112_line_5_pos_9.png
\content\images\112.png,522,203,568,245,𒆠,p_112_line_5_pos_10.png
\content\images\112.png,491,260,527,293,𒅕,p_112_line_6_pos_7.png
\content\images\112.png,165,305,185,320,𒀸,p_112_line_7_pos_1.png
\content\images\112.png,198,298,247,327,𒋗,p_112_line_7_pos_2.png
\content\images\112.png,337,409,349,436,𒁹,p_112_line_10_pos_3.png
\content\images\112.png,271,461,283,488,𒁹,p_112_line_11_pos_4.png
\content\images\113.png,2,20,27,46,𒈫,p_113_line_1_pos_1.png
\content\images\113.png,43,17,97,49,𒂆,p_113_line_1_pos_2.png
\content\images\113.png,111,17,166,48,𒆬,p_113_line_1_pos_3.png
\content\images\113.png,3,72,31,98,𒈫,p_113_line_2_pos_1.png
\content\images\113.png,2,126,24,143,𒀸,p_113_line_3_pos_1.png
\content\images\113.png,24,118,65,148,𒉻,p_113_line_3_pos_2.png
\content\images\113.png,65,119,114,150,𒄭𒀀,p_113_line_3_pos_3.png
\content\images\113.png,3,168,27,198,𒀀,p_113_line_4_pos_1.png
\content\images\113.png,42,168,86,197,𒈾,p_113_line_4_pos_2.png
\content\images\113.png,109,168,126,197,𒁹,p_113_line_4_pos_3.png
\content\images\113.png,143,166,193,196,𒀴,p_113_line_4_pos_4.png
\content\images\113.png,205,168,247,197,𒀭,p_113_line_4_pos_5.png
\content\images\113.png,256,165,311,200,𒄯,p_113_line_4_pos_6.png
\content\images\113.png,40,219,66,249,𒃻,p_113_line_5_pos_1.png
\content\images\113.png,93,217,133,250,𒂍,p_113_line_5_pos_2.png
\content\images\113.png,169,215,218,248,𒄞,p_113_line_5_pos_3.png
\content\images\113.png,35,265,78,299,𒋧,p_113_line_6_pos_1.png
\content\images\113.png,12,317,63,349,𒌗,p_113_line_7_pos_1.png
\content\images\113.png,81,318,143,351,𒋞,p_113_line_7_pos_2.png
\content\images\113.png,179,316,213,349,𒌓,p_113_line_7_pos_3.png
\content\images\113.png,293,318,335,352,𒄰,p_113_line_7_pos_5.png
\content\images\113.png,9,369,49,400,𒈬,p_113_line_8_pos_1.png
\content\images\113.png,65,370,104,398,𒐈,p_113_line_8_pos_2.png
\content\images\113.png,115,368,159,400,𒄰,p_113_line_8_pos_3.png
\content\images\113.png,192,368,211,398,𒁹,p_113_line_8_pos_4.png
\content\images\113.png,227,368,271,401,𒆪,p_113_line_8_pos_5.png
\content\images\113.png,286,366,327,398,𒆜,p_113_line_8_pos_6.png
\content\images\113.png,31,417,79,449,𒈗,p_113_line_9_pos_1.png
\content\images\113.png,101,417,138,452,𒁷,p_113_line_9_pos_2.png
\content\images\113.png,147,417,208,451,𒌁,p_113_line_9_pos_3.png
\content\images\113.png,220,410,265,450,𒆠,p_113_line_9_pos_4.png
\content\images\113.png,287,415,341,449,𒈗,p_113_line_9_pos_5.png
\content\images\113.png,353,418,385,448,𒆳,p_113_line_9_pos_6.png
\content\images\113.png,391,417,424,449,𒆳,p_113_line_9_pos_7.png
\content\images\114.png,8,17,33,46,𒁹,p_114_line_1_pos_1.png
\content\images\114.png,52,16,92,46,𒈠,p_114_line_1_pos_2.png
\content\images\114.png,99,15,140,46,𒈾,p_114_line_1_pos_3.png
\content\images\114.png,231,15,255,46,𒃻,p_114_line_1_pos_6.png
\content\images\114.png,241,161,264,191,𒀀,p_114_line_4_pos_7.png
\content\images\114.png,92,213,170,245,𒉈,p_114_line_5_pos_2.png
\content\images\114.png,192,214,229,245,𒄿,p_114_line_5_pos_3.png
\content\images\114.png,245,212,311,247,𒉆,p_114_line_5_pos_4.png
\content\images\114.png,320,213,355,246,𒁷,p_114_line_5_pos_5.png
\content\images\114.png,369,211,395,245,𒃻,p_114_line_5_pos_6.png
\content\images\114.png,405,209,454,243,𒌗,p_114_line_5_pos_7.png
\content\images\114.png,469,219,493,236,𒀸,p_114_line_5_pos_8.png
\content\images\114.png,493,206,568,241,𒌋𒅗,p_114_line_5_pos_9.png
\content\images\114.png,579,211,598,241,𒁹,p_114_line_5_pos_10.png
\content\images\114.png,602,211,642,243,𒈠,p_114_line_5_pos_11.png
\content\images\114.png,645,208,680,242,𒉌,p_114_line_5_pos_12.png
\content\images\114.png,685,211,721,245,𒂊,p_114_line_5_pos_13.png
\content\images\114.png,203,269,231,287,𒀸,p_114_line_6_pos_4.png
\content\images\114.png,233,261,337,294,𒌋𒅗,p_114_line_6_pos_5.png
\content\images\114.png,507,261,568,295,𒄿,p_114_line_6_pos_8.png
\content\images\114.png,302,312,331,341,𒀀,p_114_line_7_pos_2.png
\content\images\114.png,345,311,370,351,𒋙,p_114_line_7_pos_3.png
\content\images\114.png,372,312,395,345,𒃻,p_114_line_7_pos_4.png
\content\images\114.png,224,356,263,394,𒅕,p_114_line_8_pos_1.png
\content\images\114.png,278,360,310,393,𒀀,p_114_line_8_pos_2.png
\content\images\114.png,332,353,375,387,𒉡,p_114_line_8_pos_3.png
\content\images\114.png,27,459,117,494,𒀭+𒈾,p_114_line_10_pos_1.png
\content\images\114.png,121,458,153,492,𒁷,p_114_line_10_pos_2.png
\content\images\114.png,157,461,206,493,𒋢,p_114_line_10_pos_3.png
\content\images\114.png,215,461,263,490,𒅅,p_114_line_10_pos_4.png
\content\images\114.png,268,459,300,493,𒁉,p_114_line_10_pos_5.png
\content\images\114.png,327,458,363,490,𒇽,p_114_line_10_pos_6.png
\content\images\114.png,377,456,431,490,𒁾,p_114_line_10_pos_7.png
\content\images\114.png,441,457,504,491,𒊬,p_114_line_10_pos_8.png
\content\images\114.png,522,459,550,491,𒀀,p_114_line_10_pos_9.png
\content\images\114.png,557,459,581,499,𒋙,p_114_line_10_pos_10.png
\content\images\114.png,50,511,90,543,𒁀,p_114_line_11_pos_1.png
\content\images\114.png,97,509,122,543,𒃻,p_114_line_11_pos_2.png
\content\images\114.png,127,511,157,541,𒀀,p_114_line_11_pos_3.png
\content\images\114.png,179,511,211,541,𒀀,p_114_line_11_pos_4.png
\content\images\114.png,221,509,239,539,𒁹,p_114_line_11_pos_5.png
\content\images\114.png,260,507,308,538,𒋀,p_114_line_11_pos_6.png
\content\images\114.png,330,508,390,540,𒅀,p_114_line_11_pos_7.png
\content\images\114.png,416,508,464,537,𒌑,p_114_line_11_pos_8.png
\content\images\114.png,480,505,545,537,𒌅,p_114_line_11_pos_9.png
\content\images\114.png,3,610,19,642,𒁹,p_114_line_13_pos_1.png
\content\images\114.png,38,612,70,643,𒆳,p_114_line_13_pos_2.png
\content\images\114.png,93,608,152,645,𒊏,p_114_line_13_pos_3.png
\content\images\114.png,166,608,210,641,𒀾,p_114_line_13_pos_4.png
\content\images\114.png,239,609,295,642,𒈗,p_114_line_13_pos_5.png
\content\images\114.png,321,609,358,644,𒁷,p_114_line_13_pos_6.png
\content\images\114.png,371,607,437,639,𒌁,p_114_line_13_pos_7.png
\content\images\114.png,558,607,591,639,𒆳,p_114_line_13_pos_10.png
\content\images\115.png,153,19,181,47,𒁹,p_115_line_1_pos_4.png
\content\images\115.png,95,79,108,94,𒁹,p_115_line_2_pos_2.png
\content\images\115.png,455,180,475,204,𒁹,p_115_line_4_pos_7.png
\content\images\115.png,44,284,62,313,𒁹,p_115_line_6_pos_2.png
\content\images\116.png,30,15,65,52,𒐍,p_116_line_1_pos_1.png
\content\images\116.png,257,14,299,41,𒈨𒌍,p_116_line_1_pos_4.png
\content\images\116.png,31,67,56,93,𒈫,p_116_line_2_pos_1.png
\content\images\116.png,76,66,118,94,𒌑,p_116_line_2_pos_2.png
\content\images\116.png,142,62,176,97,𒄭,p_116_line_2_pos_3.png
\content\images\116.png,189,62,241,98,𒅔,p_116_line_2_pos_4.png
\content\images\116.png,255,58,295,92,𒉡,p_116_line_2_pos_5.png
\content\images\116.png,310,62,341,96,𒆬,p_116_line_2_pos_6.png
\content\images\116.png,342,62,396,102,𒄀,p_116_line_2_pos_7.png
\content\images\116.png,29,115,65,139,𒁁,p_116_line_3_pos_1.png
\content\images\116.png,84,111,122,142,𒋡,p_116_line_3_pos_2.png
\content\images\116.png,145,114,171,144,𒃻,p_116_line_3_pos_3.png
